premise	hypothesis	premise_atomic	hypothesis_atomic	label
3 Pripravljeno testo nadevamo v namaščena modla in površino poravnamo.	3 Testo preložimo v povsem čista in suha pekača, potem pa površino natančno poravnamo.	osebek pripravi palačinke Po končanem delu pomijejo posodo in posodo.	osebek očisti tla pustite, da se posuši.	contradiction
zdaj je kazalo, da se bo spet morala spopasti s tem.	Zdelo se nam je, da je s tem za vedno zaključila.	osebek se odloči, da bo poskusila še enkrat poskusiti.	osebek je vedno mislila, da obdrži ves denar.	contradiction
Fizična oseba s stalnim prebivališčem v Republiki Sloveniji se vpiše v davčni register po uradni dolžnosti.	Vpis v davčni register izvede finančni urad na podlagi podatkov iz Centralnega registra prebivalstva.	PersonX gre naravnost biti običajen državljan, ki plačuje davke.	PersonX dobi denar nazaj vlaganje denarja v državne sklade.	neutral
Ko se kuskus ohladi, ga razdelimo v skledice, obložimo s sadjem in prelijemo s sladkim sirupom.	Kuskus moramo najprej razkosati na več delov, ga prekriti z narezanim vloženim sadjem, čez pa politi javorjev sirup.	PersonX se konča z lepljivim koncem odložiti vrečke s sirupom.	osebek vzame čebulo lahko narežemo na koščke in iz njih pripravimo omako z drugimi sestavinami.	neutral
»Jutri se vidiva,« je zaklicala Liz, ko je hitela skozi vrata.	Preden je Liz odbrzela, mi je še zagotovila, da se jutri vidiva.	Liz jutri vidi vrata odpre vrata.	Liz ni nikoli videla da si jo bom naslednjič ogledal.	entailment
To, na kar ga je opozorila, se mu je zapičilo v možgane.	Ni si mogel izbiti iz glave njenega svarila.	To pove, da je možgane naredila razmislili o tem, kaj jim je povedala To.	osebek ne more spati da si zbistri glavo.	entailment
Sedaj je namreč velika verjetnost, da bo Zemlja v ne tako oddaljeni prihodnosti doživela velike spremembe.«	Obstaja precej možnosti, da bo naš planet v bodočnosti deležen drastičnih sprememb.	Zemlja preprečuje Morda se geografsko seli v druge kraje. v prihodnosti	planet ogroža Njihovo življenje se bo za vedno spremenilo.	entailment
Z nepopisnim naporom je uprl noge proti steni za seboj, se z rokami in prsnim košem naslonil na police in potisnil.	Z lahkoto je z le eno roko premaknil vse police.	osebek potreplja police po hrbtu dvigniti dlan in roko	osebek prehaja iz roke v roko enostavno	contradiction
Očitno je bila po mnenju kužka to kaplja čez rob, zato je pritisnil svojo tačko na petelina in ustrelil lastnika.	Še dobro, da je kužek videl, da je orožje lahko nevarno, zato ga je odvlekel stran od svojega lastnika.	to najde lastnike petelina ga poliže njegov pes	orožje mu da pištolo Prepričajte se, da ga znajo uporabljati.	contradiction
Kombi so vrnili lastniku iz Slovenj Gradca, tamkajšnji policisti pa so zaradi tatvine zoper 34-letnika podali kazensko ovadbo.	Imetnik dostavnega vozila iz Slovenj Gradca je svoje vozilo dobil nazaj, 34-letni tat pa bo moral stopiti pred sodišče in se za svoja dejanja zagovarjati.	policisti dobi nazaj avto tatvine dobi darilo od tatvine za vrnitev svojega avtomobila.	tat vzame tovornjak dejanja da bi dobili nazaj svoj avto.	entailment
Seveda je snov še vedno pomembna, toda čedalje manj.	Materializem se je v sodobnem času precej hitro razpasel.	snov je še vedno pomembna nič	Materializem je hitro odšla v stiski s časom	neutral
Šiškarice se razvijajo v šiškah na drevesih in se hranijo z rastlinskim tkivom.	Za pršice šiškarice je značilno, da rastejo v drevesnih šiškah in da se prehranjujejo z rastlinskim tkivom.	Šiškarice pomaga rastlini tkivom ohraniti rastlino, dokler ne zraste v drevo.	osebek poje rastline tkivom jesti ekološko hrano.	entailment
»O tem pa jaz ne bi rada govorila.«	Iz strahu pred nepoznavanjem tematike se izogiba pogovoru o njej.	jaz ne reče ničesar ne želi govoriti	osebek se boji teme da ne bi bili v temi.	neutral
Značilno za naše podeželske površine je močno zaraščanje nekoč obdelanih površin z grmičevjem in drevjem.	Včasih so bile za naše podeželje značilne dobro obdelane zemeljske površine, ki pa so zdaj zaradi zanemarjenosti zmeraj bolj zaraščene z rastlinjem.	PersonX ima velik vrt nabiranje sadja in zelenjave.	površine skrbi za vrt rastlinjem hvaležen	neutral
Opomba: Upoštevani so vsi kandidati, ki so maturo opravili. * Pri kandidatih, ki so opravljali maturo v obeh rokih, je upoštevan boljši rezultat.	Vsi kandidati, ki mature niso opravili, imajo za to na voljo še tretji, septembrski rok.	rezultat ocenjuje učence ' vedeti, da so učenci deležni kakovostnega pouka.	kandidati ne opravi preizkusa se pripravite na naslednji test.	neutral
Za volitve poslancev italijanske oziroma madžarske narodne skupnosti se na območjih, kjer ti skupnosti živita, oblikujeta posebni volilni enoti.	Za območja občin, kjer živi italijanska oziroma madžarska narodna skupnost, se določita dve posebni volilni enoti, v katerih se voli po en poslanec italijanske oziroma madžarske narodne skupnosti.	enoti razdeli prebivalci pišejo zakonodajalcem na okrožja	enoti ima dve mački biti ljubljen	entailment
Ko se je Tine vrnil, je v rokah držal plastično vrečko.	Tine je ob vrnitvi ni bil praznih rok, saj je v rokah nosil vrečko iz plastike.	Tine se vrne v šolo najde svojo torbico.	PersonX ne more čakati, da se vrne je razočaran, ker nima denarja za vrnitev.	entailment
Volilna komisija preveri formalno pravilnost zahteve, ne da bi presojala razloge za odpoklic.	Naloga volilne komisije je le nadzor nad formalno ustreznostjo zahteve, razlogi za odpoklic pa ne spadajo v njihovo domeno.	komisija je odpuščena na kraju samem vloži peticijo, da bi izvedel razlog za svojo odpoved.	razlogi je v pristojnosti domeno izpolniti njihove zahteve.	entailment
Wallander mu je skušal kolikor mogoče na hitro pojasniti, kaj se je zgodilo.	Wallander je umirjeno in počasi razlagal dogodke, ki so se zgodili pred tem.	kaj da predmet opravičilo razložiti učitelju, kaj se je zgodilo.	Wallander kasneje pove tem pojasniti, kaj se je zgodilo.	contradiction
Normalni in zdravi lasje so prožni, živahni in imajo lep lesk.	Lasje morajo biti elastični, lahkotni, barva pa žareča.	KaderX je čist in bleščeč udobno in srečno	KaderX je čist in bleščeč udobno in srečno	entailment
Oblival ga je hladen pot, vendar je naposled uspel.	Potil se je in roke so se mu tresle, a uspešno je dokončal.	pot skupaj igra igre se je potrudil igrati, vendar je sčasoma užival v njej.	roke pritisne roko predmet Njegovi prsti so zlomljeni.	neutral
Stroške ocenjevanja in pridobitve DLP-potrdila določi Vlada Republike Slovenije.	Stroški izvedbe ocenjevalnega procesa in izdelave potrdila so povsem neodvisni od katerekoli veje oblasti.	Vlada plača davek predmet dobi potrdilo o prejemu.	Stroški popravila Stroški znašajo nič.	contradiction
Sem zdrav, vitalen, brez obveznosti, preskrbljen, splošno razgledan, nekadilec.	Za stvari mi ni mar, občasno kadim, živim pri materi, najraje gledam televizijo in pijem pivo.	osebek srečen, ponosen, odgovoren.	osebek gleda televizijo pitje piva	contradiction
Poslanska zbornica bo volila vsedržavne zakone, vključno s finančnim, federalni senat pa bo volil zakone, ki se tičejo dežel, pokrajin in metropolitanskih občin.	Poslanska zbornica bo na prihajajočih volitvah imela veliko pomembnejšo vlogo, pristojnosti senata so namreč občutno bolj omejene.	PersonX pomeni vsako besedo izbrati besede	pristojnosti izgubi volitve zelo žalostno	neutral
Pokrajina, po kateri hodimo, je zdaj, ko se vračamo, drugačna.	Ob vrnitvi se območje, ki ga prečkamo, zdi spremenjeno.	Pokrajina gre stran od kraja, kjer je zdaj. dlje	območje se vrne v vas vrnitvi vidi, kako se je spremenila.	entailment
Nato je poiskal moško stranišče in se zaprl v predelek.	Po dolgem iskanju je le našel stranišče, vstopil in zaprl vrata.	osebek mora v kopalnico ustaviti se in iti na stranišče.	osebek zapusti kopalnico zapre vrata.	neutral
Hrbtna plavut je temna, repna je sivkasta in razcepljena, spodnje plavuti so enotne sive barve.	Plavut na hrbtu je svetla, na repu se pozna sledove modre barve, spodaj pa se modra preliva po celem.	plavuti je predmet ostrigla lase lasje so krajši	modra pusti sled celem modro	contradiction
(3) Agencija opravlja naloge na podlagi zakona v skladu s prednostnimi nalogami, ki jih določi vlada na podlagi nacionalnovarnostnega programa, ki ga sprejme državni zbor.	O nalogah agencije odločajo zakon, vlada in državni zbor, pa tudi nekateri drugi organi.	zbor živi srečno do konca svojih dni kot da je naredil nekaj, o čemer sanja večina ljudi.	zakon zagotoviti strankam/medijem, da bo poslovanje podjetja/organizacije/vlade potekalo normalno.	neutral
Takoj sem vedel, da nekaj ni v redu.«	Kmalu po dogodku ga je nekaj vrglo iz tira.	nekaj ve, da je bilo nekaj narobe nič	nekaj je takoj dvignila po nesreči nekaj spustiti.	neutral
Klepec si je postavil leseno hišo, za kar je porabil tako debela debla, da so po tri drugo na drugem dala zadosti visoke stene.	Gradnja iz proizvodov narave je zabeležena že v Klepčevi povesti, kjer je stene svojega prebivališča izgradil iz sveže posekanih drevesnih debel.	Klepec zgradi hišico na drevesu ustvariti nekaj	Gradnja zgradi hišico na drevesu ponosen na svoje delo	neutral
»Kdaj pa prideš domov?« ga je še vprašala, ko je končala.	Ko je prenehala pripovedovati zgodbo, mu je še zastavila vprašanje, kdaj se vrne.	osebek pride domov pozno določiti čas, ko želijo biti doma.	osebek se poslovi od predmet spraševati se, kdaj se bodo vrnili.	neutral
Potem je zagledala nekaj, kar se je ujelo v valujočo travo – zablodelo koruzno zrno.	Skrbno se pregledala travo in v njej ni videla nič, kar ne bi spadalo tja.	kar je pozneje izvedela da vidijo, kako se jim suši trava.	kar vidi nič v travi	contradiction
Vendar sem zelo trmasta, in če se za kaj odločim, bom to tudi izpeljala.	Če se mi nekaj ne dopade več, to stvar večinoma opustim.	osebek se odloči tvegati trdo delajte in se tega držite.	nekaj ima več rada predmet ni všeč	contradiction
Z jezikom jo je potiskala do velikih zob in jo dobro zgrizla.	Z jezikom je dosegla premik do velikih zob, ob tem jo je še prežvečila.	osebek odpre usta zob, da bi spregovorila prevezi njegov ugriznjeni prst.	osebek odpre usta tem, da bi spregovorila prevezi njegov ugriznjeni prst.	entailment
Generalni sekretar pomaga Predsedniku konference in ohranja kontinuiteto delovanja med zasedanji.	Predsednik konference je prepuščen sam sebi, da koherentno odvodi zasedanja do konca.	sekretar pomaga predmet pri izdelavi spremljevalca med delom.	Predsednik vidi glavno osebo izvajanje odločitev, sprejetih na sestanku.	contradiction
“Prav ste imeli, Emily,“ je rekel Tommy.	“Emily, težko bi se bolj motili,“ je dejal Tommy.	Tommy je vedno rekla pravilno	Tommy se počuti zelo krivo narediti napako	contradiction
Želeli smo poznati tudi odvisnost rezultatov v italijanskem jeziku od rezultatov v slovenskem jeziku v obeh skupinah.	Dobro smo bili seznanjeni v kolikšni meri so bili pri obeh skupinah rezultati v italijanščini odvisni od tistih v slovenščini.	osebek razlikuje se naučiti razlikovati med dvema stvarema. od drugega	rezultati vedeli, kje so otroci.	contradiction
Prepovedani so vsakršna reprodukcija, distribucija, predelava in dajanje avtorskih del ali njihovih delov na voljo javnosti v tržne namene brez sklenitve ustrezne pogodbe s podjetjem Nova obzorja založništvo d.o.o.	Če s podjetjem Nova obzorja založništvo d.o.o. ne podpišeš prave pogodbe, njihovih del ali delov njihovih del ne smeš prodajati naprej, jih spreminjati ali jih objavljati in deliti širši javnosti.	reprodukcija pusti predmet nič ne deliti	obzorja deliti dobro novico	entailment
Pristojnost Dsod v Nemčiji ureja zakon o delovnih sodiščih (Arbeitsgerichtsgesetz).	Zakon o delovnih sodiščih oz. po nemško Arbeitsgerichtsgesetz nima v Nemčiji nobenega opravka z urejanjem pristojnosti Dsod.	Kadrovska zakonodaja ureja kompetentni med državami.	Kadrovska zakonodaja ureja nič med državami.	contradiction
»Polona ima prav,« se je strinjala Irena.	Irena se ni strinjala s Polono.	Irena verjame, da ima prav.	PersonX se ne strinja se sporečete.	contradiction
Vsebuje veliko železa in vitamina C ter zmerno količino joda.	Hrana, ki jo jemo, naj bi bila zdrava in raznovrstna.	osebek ima zelo malo denarja zaprositi Y za posojilo	Hrana se prehranjuje zdravo biti zdrav in fit.	neutral
A ljudje so mi nenehno govorili, da se bom ujel v kalup.	Neprestanoma so mi pravili, da bom vselej domiseln in vedno ustvaril nekaj novega.	ljudje ljudem pove jim je bilo rečeno, naj utihnejo.	osebek je vedno rekla slišati nekaj novega	contradiction
Po prijetni poti se odpravimo skoraj po ravnem in po slabem kilometru pridemo do prve senožeti s seniki.	Pot nas pelje mimo senožetov, kjer lahko občudujemo neokrnjeno naravo in se nadihamo svežega zraka.	"osebek je na dolgem potovanju poiščite prvo ""pravilno"" cesto za začetek potovanja"	Pot gre na sprehod v gozd da se nadihate svežega zraka.	neutral
Življenje, ki je prepojeno z milostjo Boga, z njegovo ljubeznijo in dobroto.	Smrt, ki jo napaja božje usmiljenje in ljubezen.	osebek deli življenje milostjo izkusite ljubezen in bližino.	usmiljenje na smrt ljubi predmet naklonjenost	contradiction
BOLEZEN TRAJA VEČ TEDNOV IN SE KONČA S POGINOM POVSEM IZČRPANE ŽIVALI.	KO ŽIVAL ZBOLI ZA TO BOLEZNIJO SE VEDNO IN POPOLNOMA POZDRAVI, KOT DA NI BILO NIČ.	PersonX teče z zajcem in lovi s psi začeti živeti v miru.	NIČ je ustreljena in ubita bolečine in nato nič.	contradiction
Nacionalni znak skladnosti s SIST se uporablja v skladu s pravili, ki jih določi upravni odbor.	Odbor, ki se ukvarja s kompatibilnostjo znaka s SIST na nacionalni ravni, sledi pravilom drugih upravljalcev.	Kadrovska zakonodaja ureja uporaba tarif med državami.	Kadrovska zakonodaja ureja sledenje pošiljkam med državami.	contradiction
»Tega mi Finlay ni omenil,« je dejal Jeremija.	Debata med Finlayem in Jeremijo je tekla o rezličnih temah.	PersonX ni rekel ničesar neinformiran	Debata razjasni misli temah pregledati dogodke, ki so pripeljali do incidenta med X in Y.	neutral
Preroški pomen: Če v sanjah bedite, je to na splošno napoved obrekovanja.	V preroškem smislu budnost v sanjah nakazuje opravljanje.	osebek ima slabe sanje spanje na postelji	PersonX živi sanje pridobi motivacijo.	entailment
Za dobro napisan komentar, obvestilo prijatelju ali vgnezdenje HDD WD 2.5, 500GB, SATA3Gb/s (WD5000BEKT) lahko prejmete tudi manjše dobroimetje , ki bo pocenilo vaše bodoče nakupe.	Vaš izviren komentar, sporočilo kolegu ali vznezdenje HDD WD 2.5, 500GB, SATA3Gb/s (WD5000BEKT) ne bo z ničimer nagrajeno, vaši nakupi ne bodo nič cenejši.	osebek ima dodaten denar družini ali prijateljem privoščijo nekaj lepega.	nakupi se pogovarja s prijateljem izmenjava idej ali izkušenj.	contradiction
“Dvomim, da vem kaj več kakor vi,“ je odvrnila Teodora.	Teodora je jasno izrazila, da ve povedati več kot sogovornik.	Teodora odgovori drugemu vedeti nekaj, kar ve Teodora	Teodora se počuti bolj samozavestno radi govorijo z ljudmi in se odkrito izražajo.	contradiction
(1) Protiustavne ali nezakonite podzakonske predpise ali splošne akte, izdane za izvrševanje javnih pooblastil, ustavno sodišče odpravi ali razveljavi.	Ustavno sodišče odpravlja se ukvarja s protiustavnimi ali nezakonitimi podzakonskimi predpisi ter splošnimi akti, ki so bili izdani za izvrševanje javnih pooblastil.	sodišče razbije boga 's narediti nekaj, kar krši božje zakone	sodišče krši zakon za plačilo sodnih kazni.	neutral
Stekel je iz banke za vogal, skočil v svoj avto in oddrvel.	Iz banke je stekel za vogal, smuknil v avto in se z vso hitrostjo odpeljal.	osebek se pelje po ulici da se je usedla v avto in ga umaknila iz garaže.	osebek se pelje po ulici da se je usedla v avto in ga umaknila iz garaže.	entailment
